UniProt File Name	Taxon ID	Domain	Scientific Name	Common Name (when available)	Synonym (when available)	Organism Code
UP000215704_1483400	1483400	Archaea	Halorubrum sp. E3	N/A	N/A	None
UP000216287_29283	29283	Archaea	Halorubrum distributum	N/A	N/A	None
UP000216308_1383851	1383851	Archaea	Halorubrum halodurans	N/A	N/A	None
UP000216554_1383850	1383850	Archaea	Halorubrum sp. Ib24	N/A	N/A	None
UP000219453_558529	558529	Archaea	Natronoarchaeum philippinense	N/A	N/A	None
UP000232412_1499975	1499975	Archaea	Candidatus Nitrosotalea sinensis	N/A	N/A	None
UP000236212_2035442	2035442	Archaea	archaeon HR06	N/A	N/A	None
UP000236248_2058097	2058097	Archaea	Candidatus Nitrosocaldus cavascurensis	N/A	N/A	None
UP000236308_2035441	2035441	Archaea	archaeon HR05	N/A	N/A	None
UP000236403_2035438	2035438	Archaea	archaeon HR02	N/A	N/A	None
UP000236463_2035439	2035439	Archaea	archaeon HR03	N/A	N/A	None
UP000236584_755307	755307	Archaea	Salinigranum rubrum	N/A	N/A	None
UP000236627_2035437	2035437	Archaea	archaeon HR01	N/A	N/A	None
UP000236740_699433	699433	Archaea	Halobellus limi	N/A	N/A	None
UP000236755_555874	555874	Archaea	Haloplanus vescus	N/A	N/A	None
UP000240531_2137776	2137776	Archaea	archaeon SCG-AAA382B04	N/A	N/A	None
UP000244727_1679096	1679096	Archaea	Halococcoides cellulosivorans	N/A	N/A	None
UP000245022_2027460	2027460	Archaea	Desulfurococcaceae archaeon AG1	N/A	N/A	None
UP000245548_1987492	1987492	Archaea	Sulfolobus sp. SCGC AB-777_L09	N/A	N/A	None
UP000245556_1987488	1987488	Archaea	Acidilobus sp. SCGC AC-742_E15	N/A	N/A	None
UP000245577_190976	190976	Archaea	Methanobrevibacter woesei	N/A	N/A	None
UP000245619_1987490	1987490	Archaea	Sulfolobus sp. SCGC AB-777_G05	N/A	N/A	None
UP000245635_2005259	2005259	Archaea	Sulfolobales archaeon SCGC AB-777_J03	N/A	N/A	None
UP000245657_668570	668570	Archaea	Methanospirillum lacunae	N/A	N/A	None
UP000245662_2005260	2005260	Archaea	Sulfolobales archaeon SCGC AB-777_K09	N/A	N/A	None
UP000245763_2005261	2005261	Archaea	Sulfolobales archaeon SCGC AB-777_K20	N/A	N/A	None
UP000245834_1987489	1987489	Archaea	Acidilobus sp. SCGC AC-742_M05	N/A	N/A	None
UP000245871_1987493	1987493	Archaea	Vulcanisaeta sp. SCGC AB-777_J10	N/A	N/A	None
UP000246112_2026714	2026714	Archaea	Candidatus Bathyarchaeota archaeon	N/A	N/A	None
UP000247916_2056316	2056316	Archaea	Methanophagales archaeon	N/A	N/A	None
UP000248044_41673	41673	Archaea	Acidianus brierleyi	N/A	N/A	None
UP000248329_2056317	2056317	Archaea	ANME-2 cluster archaeon	N/A	N/A	None
UP000248971_1945579	1945579	Archaea	Methanosphaera sp. rholeuAM74	N/A	N/A	None
UP000248984_1945580	1945580	Archaea	Methanosphaera sp. rholeuAM6	N/A	N/A	None
UP000249370_1789762	1789762	Archaea	Methanosphaera sp. BMS	N/A	N/A	None
UP000249457_1945577	1945577	Archaea	Methanosphaera sp. rholeuAM270	N/A	N/A	None
UP000249782_680118	680118	Archaea	Methanothermobacter tenebrarum	N/A	N/A	None
UP000250088_745377	745377	Archaea	Natrarchaeobaculum aegyptiacum	N/A	N/A	None
UP000251717_190975	190975	Archaea	Methanobrevibacter thaueri	N/A	N/A	None
UP000252983_29295	29295	Archaea	halophilic archaeon	N/A	N/A	None
UP000253099_2006182	2006182	Archaea	Methanobrevibacter sp. NOE	N/A	N/A	None
UP000258613_2044521	2044521	Archaea	Natrarchaeobaculum sulfurireducens	N/A	N/A	None
UP000263012_2055893	2055893	Archaea	Halalkaliarchaeum desulfuricum	N/A	N/A	None
UP000267112_1853682	1853682	Archaea	Halarchaeum sp. CBA1220	N/A	N/A	None
UP000267582_2163009	2163009	Archaea	Candidatus Poseidoniales archaeon	N/A	N/A	None
UP000273828_1679091	1679091	Archaea	Natrarchaeobius halalkaliphilus	N/A	N/A	None
UP000276588_2216978	2216978	Archaea	Halonotius aquaticus	N/A	N/A	None
UP000276741_1670455	1670455	Archaea	Sulfodiicoccus acidiphilus	N/A	N/A	None
UP000277703_2282131	2282131	Archaea	Halobellus sp. Atlit-38R	N/A	N/A	None
UP000282322_671145	671145	Archaea	Halomarina oriensis	N/A	N/A	None
UP000282323_1679083	1679083	Archaea	Natrarchaeobius chitinivorans	N/A	N/A	None
UP000290298_2202732	2202732	Archaea	Nitrosopumilaceae archaeon	N/A	N/A	None
UP000290932_1550565	1550565	Archaea	Methanoculleus taiwanensis	N/A	N/A	None
UP000291901_1906665	1906665	Archaea	archaeon	N/A	N/A	None
UP000292580_2052832	2052832	Archaea	Methanofollis fontis	N/A	N/A	None
UP000292987_2026739	2026739	Archaea	Euryarchaeota archaeon	N/A	N/A	None
UP000293923_2250255	2250255	Archaea	Methanosarcinales archaeon	N/A	N/A	None
UP000294299_1798806	1798806	Archaea	Candidatus Nitrosocosmicus franklandus	N/A	N/A	None
UP000294855_91560	91560	Archaea	Methanimicrococcus blatticola	N/A	N/A	None
UP000296706_1457250	1457250	Archaea	Halapricum salinum	N/A	N/A	None
UP000297295_2052935	2052935	Archaea	Methanolobus halotolerans	N/A	N/A	None
UP000305339_1419722	1419722	Archaea	Halorubrum sp. SD626R	N/A	N/A	None
UP000308037_2217661	2217661	Archaea	Natronomonas salsuginis	N/A	N/A	None
UP000315084_2200886	2200886	Archaea	Sulfolobus sp. F3	N/A	N/A	None
UP000315289_2035267	2035267	Archaea	Candidatus Nitrosocosmicus arcticus	N/A	N/A	None
UP000318864_2419781	2419781	Archaea	Salinadaptatus halalkaliphilus	N/A	N/A	None
UP000319894_2234134	2234134	Archaea	Haloglomus irregulare	N/A	N/A	None
UP000320004_2599399	2599399	Archaea	Salarchaeum sp. JOR-1	N/A	N/A	None
UP000321408_2594042	2594042	Archaea	Candidatus Prometheoarchaeum syntrophicum	N/A	N/A	None
UP000322983_1294262	1294262	Archaea	Sulfuracidifex tepidarius	N/A	N/A	None
UP000323283_2563600	2563600	Archaea	Candidatus Nitrosocosmicus sp. SS	N/A	N/A	None
UP000332487_425595	425595	Archaea	Candidatus Micrarchaeum acidiphilum ARMAN-2	N/A	N/A	None
UP000377803_2565781	2565781	Archaea	Candidatus Nanohalobium constans	N/A	N/A	None
UP000423396_41675	41675	Archaea	Stygiolobus azoricus	N/A	N/A	None
UP000426082_1380432	1380432	Archaea	Halorhabdus sp. CBA1104	N/A	N/A	None
UP000431469_2668070	2668070	Archaea	Natronomonas sp. CBA1123	N/A	N/A	None
UP000432575_2668072	2668072	Archaea	Halorubrum sp. CBA1125	N/A	N/A	None
UP000434101_2691917	2691917	Archaea	Natronorubrum halalkaliphilum	N/A	N/A	None
UP000452269_2169593	2169593	Archaea	Nitrososphaeraceae archaeon	N/A	N/A	None
UP000464077_1535962	1535962	Archaea	Methanomassiliicoccaceae archaeon DOK	N/A	N/A	None
UP000466535_2692199	2692199	Archaea	Halovenus carboxidivorans	N/A	N/A	None
UP000468503_2668068	2668068	Archaea	Halapricum sp. CBA1109	N/A	N/A	None
UP000470911_2026768	2026768	Archaea	Nitrosopumilales archaeon	N/A	N/A	None
UP000471521_2692200	2692200	Archaea	Halobacterium bonnevillei	N/A	N/A	None
UP000473608_2690782	2690782	Archaea	Halorubrum sp. JWXQ-INN 858	N/A	N/A	None
UP000479062_2283638	2283638	Archaea	Halorussus sp. MSC15.2	N/A	N/A	None
UP000487987_2668071	2668071	Archaea	Halogeometricum sp. CBA1124	N/A	N/A	None
UP000503032_2716717	2716717	Archaea	Haloarcula sp. JP-L23	N/A	N/A	None
UP000509241_1699371	1699371	Archaea	Haloterrigena sp. YPL8	N/A	N/A	None
UP000509296_2594798	2594798	Archaea	Nanohaloarchaea archaeon	N/A	N/A	None
UP000509448_1874277	1874277	Archaea	Conexivisphaera calida	N/A	N/A	None
UP000509626_2743089	2743089	Archaea	Halobaculum salinum	N/A	N/A	None
UP000509750_2743090	2743090	Archaea	Halobaculum halophilum	N/A	N/A	None
UP000546257_2761102	2761102	Archaea	Halobellus ruber	N/A	N/A	None
UP000594121_2776706	2776706	Archaea	Infirmifilum lucidum	N/A	N/A	None
UP000604391_2756141	2756141	Archaea	Candidatus Undinarchaeum marinum	N/A	N/A	None
UP000607197_1383812	1383812	Archaea	Halocalculus aciditolerans	N/A	N/A	None
UP000610960_62609	62609	Archaea	Thermocladium modestius	N/A	N/A	None
UP000632195_399579	399579	Archaea	Thermogymnomonas acidicola	N/A	N/A	None
UP000646946_2756139	2756139	Archaea	Candidatus Naiadarchaeum limnaeum	N/A	N/A	None
UP000652933_2756140	2756140	Archaea	Candidatus Naiadarchaeales archaeon SRR2090159.bin1288	N/A	N/A	None
UP000663292_2841257	2841257	Archaea	Halapricum desulfuricans	N/A	N/A	None
UP000663586_2784880	2784880	Archaea	Natranaeroarchaeum sulfidigenum	N/A	N/A	None
UP000000212_1234679	1234679	Bacteria	Carnobacterium maltaromaticum LMA28	N/A	N/A	None
UP000000214_1171373	1171373	Bacteria	Acidipropionibacterium acidipropionici (strain ATCC 4875 / DSM 20272 / JCM 6432 / NBRC 12425 / NCIMB 8070 / 4)	Propionibacterium acidipropionici	N/A	ACIA4
UP000000233_379731	379731	Bacteria	Pseudomonas stutzeri (strain A1501)	N/A	N/A	PSEU5
UP000000235_369723	369723	Bacteria	Salinispora tropica (strain ATCC BAA-916 / DSM 44818 / CNB-440)	N/A	N/A	SALTO
UP000000238_349521	349521	Bacteria	Hahella chejuensis (strain KCTC 2396)	N/A	N/A	HAHCH
UP000000239_290398	290398	Bacteria	Chromohalobacter salexigens (strain ATCC BAA-138 / DSM 3043 / CIP 106854 / NCIMB 13768 / 1H11)	N/A	N/A	CHRSD
UP000000243_391295	391295	Bacteria	Streptococcus suis (strain 05ZYH33)	N/A	N/A	STRSY
UP000000245_349163	349163	Bacteria	Acidiphilium cryptum (strain JF-5)	N/A	N/A	ACICJ
UP000000248_246195	246195	Bacteria	Dichelobacter nodosus (strain VCS1703A)	N/A	N/A	DICNV
UP000000265_272620	272620	Bacteria	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)	N/A	N/A	KLEP7
UP000000268_329726	329726	Bacteria	Acaryochloris marina (strain MBIC 11017)	N/A	N/A	ACAM1
UP000000269_350688	350688	Bacteria	Alkaliphilus oremlandii (strain OhILAs)	Clostridium oremlandii (strain OhILAs)	N/A	ALKOO
UP000000270_438753	438753	Bacteria	Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / LMG 6465 / NBRC 14845 / NCIMB 13405 / ORS 571)	N/A	N/A	AZOC5
UP000000271_439292	439292	Bacteria	Bacillus selenitireducens (strain ATCC 700615 / DSM 15326 / MLS10)	N/A	N/A	BACIE
UP000000272_555079	555079	Bacteria	Thermosediminibacter oceani (strain ATCC BAA-1034 / DSM 16646 / JW/IW-1228P)	N/A	N/A	THEOJ
UP000000276_681645	681645	Bacteria	Corynebacterium pseudotuberculosis (strain C231)	N/A	N/A	CORP2
UP000000310_762903	762903	Bacteria	Pseudopedobacter saltans (strain ATCC 51119 / DSM 12145 / JCM 21818 / CCUG 39354 / LMG 10337 / NBRC 100064 / NCIMB 13643)	Pedobacter saltans	N/A	PSESL
UP000000321_287752	287752	Bacteria	Aurantimonas manganoxydans (strain ATCC BAA-1229 / DSM 21871 / SI85-9A1)	N/A	N/A	AURMS
UP000000322_446469	446469	Bacteria	Sanguibacter keddieii (strain ATCC 51767 / DSM 10542 / NCFB 3025 / ST-74)	N/A	N/A	SANKS
UP000000323_525904	525904	Bacteria	Thermobaculum terrenum (strain ATCC BAA-798 / YNP1)	N/A	N/A	THET1
UP000000329_757424	757424	Bacteria	Herbaspirillum seropedicae (strain SmR1)	N/A	N/A	HERSS
UP000000332_759914	759914	Bacteria	Brachyspira pilosicoli (strain ATCC BAA-1826 / 95/1000)	N/A	N/A	BRAP9
UP000000333_633147	633147	Bacteria	Olsenella uli (strain ATCC 49627 / DSM 7084 / CIP 109912 / JCM 12494 / NCIMB 702895 / VPI D76D-27C)	Lactobacillus uli	N/A	OLSUV
UP000000343_1198114	1198114	Bacteria	Granulicella tundricola (strain ATCC BAA-1859 / DSM 23138 / MP5ACTX9)	N/A	N/A	GRATM
UP000000361_318586	318586	Bacteria	Paracoccus denitrificans (strain Pd 1222)	N/A	N/A	PARDP
UP000000366_420662	420662	Bacteria	Methylibium petroleiphilum (strain ATCC BAA-1232 / LMG 22953 / PM1)	N/A	N/A	METPP
UP000000370_357809	357809	Bacteria	Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg)	Clostridium phytofermentans	N/A	LACP7
UP000000374_391735	391735	Bacteria	Verminephrobacter eiseniae (strain EF01-2)	N/A	N/A	VEREI
UP000000376_644284	644284	Bacteria	Arcanobacterium haemolyticum (strain ATCC 9345 / DSM 20595 / CCUG 17215 / LMG 16163 / NBRC 15585 / NCTC 8452 / 11018)	N/A	N/A	ARCHD
UP000000377_749414	749414	Bacteria	Streptomyces bingchenggensis (strain BCW-1)	N/A	N/A	STRBB
UP000000378_643648	643648	Bacteria	Syntrophothermus lipocalidus (strain DSM 12680 / TGB-C1)	N/A	N/A	SYNLT
UP000000379_649638	649638	Bacteria	Truepera radiovictrix (strain DSM 17093 / CIP 108686 / LMG 22925 / RQ-24)	N/A	N/A	TRURR
UP000000383_666681	666681	Bacteria	Methylotenera versatilis (strain 301)	N/A	N/A	METV0
UP000000417_292459	292459	Bacteria	Symbiobacterium thermophilum (strain T / IAM 14863)	N/A	N/A	SYMTH
UP000000422_273121	273121	Bacteria	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / LMG 7466 / NCTC 11488 / FDC 602W)	Vibrio succinogenes	N/A	WOLSU
UP000000423_273119	273119	Bacteria	Ureaplasma parvum serovar 3 (strain ATCC 700970)	N/A	N/A	UREPA
UP000000425_122586	122586	Bacteria	Neisseria meningitidis serogroup B (strain MC58)	N/A	N/A	NEIMB
UP000000428_227882	227882	Bacteria	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	N/A	N/A	STRAW
UP000000429_85962	85962	Bacteria	Helicobacter pylori (strain ATCC 700392 / 26695)	Campylobacter pylori	N/A	HELPY
UP000000430_62977	62977	Bacteria	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	N/A	N/A	ACIAD
UP000000431_272561	272561	Bacteria	Chlamydia trachomatis (strain D/UW-3/Cx)	N/A	N/A	CHLTR
UP000000432_220668	220668	Bacteria	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1)	Lactobacillus plantarum	N/A	LACPL
UP000000432_220668_additional	220668	Bacteria	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1)	Lactobacillus plantarum	N/A	LACPL
UP000000435_269484	269484	Bacteria	Ehrlichia canis (strain Jake)	N/A	N/A	EHRCJ
UP000000439_206672	206672	Bacteria	Bifidobacterium longum (strain NCC 2705)	N/A	N/A	BIFLO
UP000000440_197221	197221	Bacteria	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	N/A	N/A	THEVB
UP000000440_197221_additional	197221	Bacteria	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	N/A	N/A	THEVB
UP000000442_177437	177437	Bacteria	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2)	Desulfobacterium autotrophicum	N/A	DESAH
UP000000448_598659	598659	Bacteria	Nautilia profundicola (strain ATCC BAA-1463 / DSM 18972 / AmH)	N/A	N/A	NAUPA
UP000000449_218495	218495	Bacteria	Streptococcus uberis (strain ATCC BAA-854 / 0140J)	N/A	N/A	STRU0
UP000000466_1117647	1117647	Bacteria	Simiduia agarivorans (strain DSM 21679 / JCM 13881 / BCRC 17597 / SA1)	N/A	N/A	SIMAS
UP000000467_1089553	1089553	Bacteria	Thermacetogenium phaeum (strain ATCC BAA-254 / DSM 26808 / PB)	N/A	N/A	THEPS
UP000000482_1131462	1131462	Bacteria	Dehalobacter sp. CF	N/A	N/A	None
UP000000483_880072	880072	Bacteria	Desulfobacca acetoxidans (strain ATCC 700848 / DSM 11109 / ASRB2)	N/A	N/A	DESAR
UP000000485_593907	593907	Bacteria	Cellulomonas gilvus (strain ATCC 13127 / NRRL B-14078)	Cellvibrio gilvus	N/A	CELGA
UP000000492_662755	662755	Bacteria	Corynebacterium resistens (strain DSM 45100 / JCM 12819 / GTC 2026 / SICGH 158)	N/A	N/A	CORRG
UP000000494_717785	717785	Bacteria	Hyphomicrobium sp. (strain MC1)	N/A	N/A	HYPSM
UP000000495_765952	765952	Bacteria	Parachlamydia acanthamoebae (strain UV7)	N/A	N/A	PARAV
UP000000496_331113	331113	Bacteria	Simkania negevensis (strain ATCC VR-1471 / Z)	N/A	N/A	SIMNZ
UP000000503_744872	744872	Bacteria	Treponema caldarium (strain ATCC 51460 / DSM 7334 / H1)	Spirochaeta caldaria	N/A	TRECH
UP000000504_903503	903503	Bacteria	Moranella endobia (strain PCIT)	N/A	N/A	MOREP
UP000000517_59374	59374	Bacteria	Fibrobacter succinogenes (strain ATCC 19169 / S85)	N/A	N/A	FIBSS
UP000000528_272635	272635	Bacteria	Mycoplasmopsis pulmonis (strain UAB CTIP)	Mycoplasma pulmonis	N/A	MYCPU
UP000000529_264201	264201	Bacteria	Protochlamydia amoebophila (strain UWE25)	N/A	N/A	PARUW
UP000000531_176279	176279	Bacteria	Staphylococcus epidermidis (strain ATCC 35984 / RP62A)	N/A	N/A	STAEQ
UP000000532_300852	300852	Bacteria	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	N/A	N/A	THET8
UP000000535_242231	242231	Bacteria	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	N/A	N/A	NEIG1
UP000000537_312309	312309	Bacteria	Aliivibrio fischeri (strain ATCC 700601 / ES114)	Vibrio fischeri	N/A	ALIF1
UP000000545_306537	306537	Bacteria	Corynebacterium jeikeium (strain K411)	N/A	N/A	CORJK
UP000000546_259536	259536	Bacteria	Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4)	N/A	N/A	PSYA2
UP000000547_167879	167879	Bacteria	Colwellia psychrerythraea (strain 34H / ATCC BAA-681)	Vibrio psychroerythus	N/A	COLP3
UP000000549_262723	262723	Bacteria	Mycoplasmopsis synoviae (strain 53)	Mycoplasma synoviae	N/A	MYCS5
UP000000555_273068	273068	Bacteria	Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4)	Thermoanaerobacter tengcongensis	N/A	CALS4
UP000000556_160488	160488	Bacteria	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	N/A	N/A	PSEPK
UP000000557_251221	251221	Bacteria	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)	N/A	N/A	GLOVI
UP000000558_83334	83334	Bacteria	Escherichia coli O157:H7	N/A	N/A	ECO57
UP000000558_83334_additional	83334	Bacteria	Escherichia coli O157:H7	N/A	N/A	ECO57
UP000000562_36870	36870	Bacteria	Wigglesworthia glossinidia brevipalpis	N/A	N/A	WIGBR
UP000000566_435591	435591	Bacteria	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	N/A	N/A	PARD8
UP000000577_243231	243231	Bacteria	Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA)	N/A	N/A	GEOSL
UP000000579_71421	71421	Bacteria	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	N/A	N/A	HAEIN
UP000000579_71421_additional	71421	Bacteria	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	N/A	N/A	HAEIN
UP000000580_262316	262316	Bacteria	Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10)	Mycobacterium paratuberculosis	N/A	MYCPA
UP000000581_257314	257314	Bacteria	Lactobacillus johnsonii (strain CNCM I-12250 / La1 / NCC 533)	N/A	N/A	LACJO
UP000000582_196627	196627	Bacteria	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	N/A	N/A	CORGL
UP000000582_196627_additional	196627	Bacteria	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	N/A	N/A	CORGL
UP000000584_243277	243277	Bacteria	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	N/A	N/A	VIBCH
UP000000586_171101	171101	Bacteria	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	N/A	N/A	STRR6
UP000000588_242619	242619	Bacteria	Porphyromonas gingivalis (strain ATCC BAA-308 / W83)	N/A	N/A	PORGI
UP000000593_298386	298386	Bacteria	Photobacterium profundum (strain SS9)	N/A	N/A	PHOPR
UP000000594_1392	1392	Bacteria	Bacillus anthracis	N/A	N/A	BACAN
UP000000594_1392_additional	1392	Bacteria	Bacillus anthracis	N/A	N/A	BACAN
UP000000601_224915	224915	Bacteria	Buchnera aphidicola subsp. Baizongia pistaciae (strain Bp)	N/A	N/A	BUCBP
UP000000602_177439	177439	Bacteria	Desulfotalea psychrophila (strain LSv54 / DSM 12343)	N/A	N/A	DESPS
UP000000605_272560	272560	Bacteria	Burkholderia pseudomallei (strain K96243)	N/A	N/A	BURPS
UP000000606_279010	279010	Bacteria	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	N/A	N/A	BACLD
UP000000609_272624	272624	Bacteria	Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)	N/A	N/A	LEGPH
UP000000625_83333	83333	Bacteria	Escherichia coli (strain K12)	N/A	N/A	ECOLI
UP000000625_83333_additional	83333	Bacteria	Escherichia coli (strain K12)	N/A	N/A	ECOLI
UP000000628_471856	471856	Bacteria	Jonesia denitrificans (strain ATCC 14870 / DSM 20603 / BCRC 15368 / CIP 55.134 / JCM 11481 / NBRC 15587 / NCTC 10816 / Prevot 55134)	Listeria denitrificans	N/A	JONDD
UP000000636_292414	292414	Bacteria	Ruegeria sp. (strain TM1040)	Silicibacter sp.	N/A	RUEST
UP000000637_290340	290340	Bacteria	Paenarthrobacter aurescens (strain TC1)	N/A	N/A	PAEAT
UP000000639_357804	357804	Bacteria	Psychromonas ingrahamii (strain 37)	N/A	N/A	PSYIN
UP000000640_196162	196162	Bacteria	Nocardioides sp. (strain ATCC BAA-499 / JS614)	N/A	N/A	NOCSJ
UP000000643_360095	360095	Bacteria	Bartonella bacilliformis (strain ATCC 35685 / NCTC 12138 / KC583)	N/A	N/A	BARBK
UP000000644_365044	365044	Bacteria	Polaromonas naphthalenivorans (strain CJ2)	N/A	N/A	POLNA
UP000000645_232721	232721	Bacteria	Acidovorax sp. (strain JS42)	N/A	N/A	ACISJ
UP000000647_349124	349124	Bacteria	Halorhodospira halophila (strain DSM 244 / SL1)	Ectothiorhodospira halophila (strain DSM 244 / SL1)	N/A	HALHL
UP000000657_326424	326424	Bacteria	Frankia alni (strain ACN14a)	N/A	N/A	FRAAA
UP000000657_326424_additional	326424	Bacteria	Frankia alni (strain ACN14a)	N/A	N/A	FRAAA
UP000000669_372461	372461	Bacteria	Buchnera aphidicola subsp. Cinara cedri (strain Cc)	N/A	N/A	BUCCC
UP000000684_318167	318167	Bacteria	Shewanella frigidimarina (strain NCIMB 400)	N/A	N/A	SHEFN
UP000000686_743720	743720	Bacteria	Pseudomonas fulva (strain 12-X)	N/A	N/A	PSEF1
UP000000692_759362	759362	Bacteria	Ketogulonicigenium vulgare (strain WSH-001)	N/A	N/A	KETVW
UP000000716_360911	360911	Bacteria	Exiguobacterium sp. (strain ATCC BAA-1283 / AT1b)	N/A	N/A	EXISA
UP000000718_289376	289376	Bacteria	Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 / YP87)	N/A	N/A	THEYD
